0,1,2,3,4
1.7685508036529713,0.6272485785498473,0.7189053164648904,0.0,0.0
0.8163959928538211,-0.5021431961102187,-0.10035640240892815,0.0,0.0
-0.9336715366875437,0.23689024384140378,-0.2359622394828121,0.0,0.0
1.8106430380797907,-0.23807558640096646,-1.5458453668370276,1.0,0.0
-0.3462237171562287,0.8027796832397949,-0.17208358867504,0.0,0.0
0.7138160704948693,0.8060853144301574,-0.6591558698886649,1.0,1.0
0.8572021856386568,-0.6563968085912302,1.0203172862358754,0.0,0.0
-0.23433032892249933,-1.3336765040050604,1.313997052668971,0.0,0.0
0.5272727287835058,-1.539171465272465,1.6515444060074032,0.0,1.0
0.8324006832395326,0.7192126601485739,1.0147460781209237,0.0,1.0
0.29193223953252273,-1.1334016846776562,-0.49027863977593633,1.0,1.0
-1.169528218210774,-0.4311254880264507,-1.0267039579404655,0.0,0.0
0.21450596735263697,-0.5232781853333913,0.9256720841368098,1.0,1.0
1.232645581066389,0.036599194944251186,0.5000828885422925,1.0,1.0
-0.768635977898743,-1.9029950007432324,-1.7035490233492898,0.0,0.0
-0.22900710241126193,0.2851047874690153,0.49924178647461775,0.0,1.0
-0.5117468387471222,0.6301585656255516,0.9753035172477025,1.0,0.0
1.7504336596081422,0.18177112969516876,0.1916876179932164,0.0,1.0
0.5849214401473295,-0.22938289567263584,-0.061339759594650836,1.0,0.0
0.32266643363702247,0.19101555009530743,-0.7070238789028436,1.0,0.0
-0.8432507443816852,0.5016102802812652,-1.369603569731767,1.0,0.0
0.4531709553412684,-2.764117776366677,0.9605542173925916,1.0,0.0
-0.7485977505913907,2.104661791162302,-0.19000140166226961,0.0,1.0
-0.049308406053341254,0.49239165946536895,-0.11154817495956605,0.0,1.0
-0.7104858011532001,-0.5810368142514684,1.9275569307460119,0.0,0.0
0.5890196930747934,-0.31182535032688663,0.8404629794613512,0.0,0.0
0.49014909296743114,0.5991149200642536,0.5151540071156124,0.0,0.0
-0.28710027340974015,-0.028822308015237764,0.2779069905005839,1.0,0.0
0.31132281555450103,-2.0002002448577185,1.7069415210248944,0.0,0.0
-1.1632506436593593,2.216463464455496,1.9139380476047663,1.0,1.0
-1.5575706409282746,-0.023093987458322637,1.0945531047412047,1.0,0.0
0.354285489663759,1.141162806637521,0.7343934779974436,1.0,1.0
0.08422195430954403,-0.6218540662915452,-2.0417059461634945,1.0,1.0
0.5480208454920582,1.6726807221737465,0.2588869536759899,0.0,0.0
2.2791178461795614,0.3855642181803234,-0.004355310785183525,1.0,1.0
0.8544566925037208,0.7176315624811604,0.22801427927154194,0.0,0.0
-0.9847658303891547,-0.9855356210030314,1.1085962558059725,1.0,1.0
1.025314000444841,1.337800723451728,-2.710703002424701,0.0,1.0
-1.3839273376752022,0.8010080542676096,-0.45984859495270075,1.0,1.0
-0.537920608914393,1.4311923719356108,0.4104906579933079,0.0,0.0
