0,1,2,3,4
0.06181231239580632,0.020459896240181404,-0.5208038260707345,0.0,0.0
1.3592883185622489,1.8548962033508636,-0.3682895601049927,0.0,0.0
0.6728005739728672,-0.6761225715155001,2.519935570084678,1.0,1.0
0.03966149582432942,-0.7602294943153235,-0.9687504082009597,1.0,1.0
0.35871349474038,-0.010647251499394187,-0.010414739032307226,1.0,0.0
0.24959718091009003,-0.5924349089548263,1.3096303995424092,0.0,0.0
1.398706412774689,1.2507843247185606,0.23192589478205924,1.0,0.0
-0.2839903515078344,-1.0212425152442304,0.73514960503236,1.0,0.0
0.22919114246329558,-1.0907831972337585,-0.28368609847378595,1.0,0.0
-0.9266109946506209,-0.3600823533363593,0.5143563706484194,1.0,0.0
-2.6089678398784115,-0.42208100360337686,-1.224403446778985,1.0,0.0
0.5664270744906468,2.0774989475116694,1.8502001896831284,1.0,0.0
0.7751925549911378,1.068311995716585,0.008030508235483133,1.0,0.0
-0.8157698223103786,0.18087444977301456,-0.5748262832572999,1.0,1.0
2.1668314481378554,-1.1710630068084813,0.8216730368017606,1.0,0.0
-1.5210378330163654,0.9601375491063393,-0.3472291194634637,0.0,1.0
-0.03551602338925663,-0.9391615170338884,-1.2531635102172607,0.0,1.0
-0.266190902788754,-1.4998719042991437,-1.266084595385428,0.0,0.0
1.4370298423280041,1.313999488271451,0.8500788846806787,1.0,0.0
1.3742267398065218,0.41707088026730466,-0.03491457699254979,0.0,0.0
0.07261002755149247,1.0389027008036924,-0.008083224362850146,0.0,0.0
0.293652319932756,0.41890887581084285,1.2482893202547631,1.0,1.0
-0.9599730605439483,0.9729750459796801,-1.0380380826940117,0.0,0.0
-2.042344288449836,-0.5796127977988721,-0.6271986382248156,1.0,1.0
-0.42535465424619157,-0.9741984615180326,-0.2685765701152626,0.0,1.0
0.07399792817303302,0.7925404476350012,0.22842741262036115,1.0,1.0
1.1374857670462168,-0.7365174517092639,0.08684133305672304,0.0,0.0
1.1098466223670715,-0.6192798298820745,-0.16694983827631274,0.0,1.0
-0.46438565539321175,-0.3783202649351963,0.06666488371650474,1.0,0.0
-0.3801892226544985,0.10872362870320357,0.019291981036934167,0.0,1.0
-1.1191753513044091,-0.27376945731886393,-0.6157146115456283,0.0,1.0
-1.4870244404426476,-1.3250142743612146,-0.7125665838677206,0.0,1.0
-1.770490281367686,-0.5719858677001445,0.4152736996696467,0.0,1.0
1.850957200063381,-2.1986360676521346,-0.7933784659811493,1.0,0.0
-0.5855202905016285,0.7345053294616848,-1.0696997361333052,1.0,1.0
